# doc_id: p1074_35556038062691
# work_id: 
# title: San Jose community development block grant 3-year plan, July 1978-June 1981 : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
key_people.consulted_entities[16],"{""name"": ""John Brezzo"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.41] John Brezzo,41,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[17],"{""name"": ""Charles Kahr"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Charles Kahr,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[18],"{""name"": ""Gene Itogawa"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Gene Itogawa,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[19],"{""name"": ""Tad Masaoka"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Tad Masaoka,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[20],"{""name"": ""Santa Clara County Planning Dept."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Santa Clara County Planning Dept.,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[21],"{""name"": ""Santa Clara County Office of Education"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Santa Clara County Office of Education,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[22],"{""name"": ""San Jose Public Works Dept., Hydraulics Div."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose Public Works Dept., Hydraulics Div.",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[23],"{""name"": ""San Jose Public Works Dept., Transportation D"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose Public Works Dept., Transportation D",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[24],"{""name"": ""San Jose City Planning Department"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.98] San Jose City Planning Department,98,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[25],"{""name"": ""San Jose City Dept. of Property and Code Enforcement"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] San Jose City Dept. of Property and Code Enforcement,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[26],"{""name"": ""San Jose City Dept. of Property & Code Enforcement"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] San Jose City Dept. of Property & Code Enforcement,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[27],"{""name"": ""San Jose Historic Landmarks Commission"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.35] San Jose Historic Landmarks Commission,35,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[28],"{""name"": ""San Jose Planning Department"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.152] San Jose Planning Department,152,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[29],"{""name"": ""San Jose Parks and Recreation Dept."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] San Jose Parks and Recreation Dept.,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[30],"{""name"": ""San Jose City Fire Dept., Support Bureau"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose City Fire Dept., Support Bureau",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[31],"{""name"": ""San Jose City Police Dept., Research Div."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose City Police Dept., Research Div.",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[32],"{""name"": ""San Jose Public Works Dept., Hydraulic Div."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose Public Works Dept., Hydraulic Div.",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[33],"{""name"": ""San Jose Parks & Recreation Dept."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] San Jose Parks & Recreation Dept.,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[34],"{""name"": ""San Jose Dept. of Property & Code Enforcement, Housing Division"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] San Jose Dept. of Property & Code Enforcement, Housing Division",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[35],"{""name"": ""George S. Nolte and Associates"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] George S. Nolte and Associates,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[36],"{""name"": ""State Office of Historic Preservation"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] State Office of Historic Preservation,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[37],"{""name"": ""U.S. Dept. of Housing & Urban Development"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] U.S. Dept. of Housing & Urban Development,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.public_commenters[0],"{""name"": ""Mellon"", ""bucket"": ""public_commenters"", ""kind"": ""official"", ""affiliation"": ""State of California Department of Parks and Recreation"", ""stance"": ""conditional"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""institutional_identification_in_cited_passage"", ""non_private_cues"": [""title:dr."", ""org:department of""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""RESPONSE TO COMMENTS"", ""heading_pages"": ""15-41""}",[p.15] Santa Clara Archaeological Site #230 is located in the vicinity of the Olinder neighborhood.,15,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.public_commenters[1],"{""name"": ""United States Environmental Protection Agency, Region IX"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": ""United States Environmental Protection Agency, Region IX, San Francisco, CA"", ""stance"": ""conditional"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:agency""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""RESPONSE TO COMMENTS"", ""heading_pages"": ""15-41""}",[no page cited] [NO] Page 40. Air quality standards have Leen established to provide protection to the Public Health and Welfare. The table on page 40 should include all National Ambient Air Quality Standards (NAAQS) for each pollutant as well as the appropriate averaging times.,,no,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.summary,"{""comment_response_present"": true}","[p.4, 5, 6, 10, 15, 35, 41, 98, 152, 173] Mr. James L. Goggin David J. Powers and Associates 1530 The Alameda, Suite 200 San Jose, CA 95126","4, 5, 6, 10, 15, 35, 41, 98, 152, 173 (field-level)",yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
